
 displacements (vx,vy,vz) for set NALL and time  0.1000000E+01

         1 -2.495095E-02  5.018840E-03 -9.876740E-01
         2 -1.754377E-01  3.786080E-02 -9.715573E-01
         3  1.782389E-01 -8.168306E-02 -7.632330E-01
         4  1.903465E-01 -8.622886E-02 -5.117662E-01
         5  1.805850E-01 -8.234930E-02 -7.656542E-01
         6  1.891772E-01 -8.575726E-02 -5.141687E-01
         7  7.853555E-02 -1.891251E-01 -7.542464E-01
         8  1.441755E-01 -1.536936E-01 -4.991338E-01
         9  1.954094E-01  5.488143E-04 -7.652474E-01
        10  1.956944E-01 -9.400895E-04 -7.655950E-01
        11  1.757700E-01  3.322018E-02 -9.784895E-01
        12  1.716073E-01 -3.845632E-02 -9.736411E-01
        13  1.798061E-01 -8.077417E-02 -7.607792E-01
        14 -7.884016E-02 -1.827505E-01 -7.578524E-01
        15 -8.654955E-02 -1.945473E-01 -2.232297E-01
        16 -7.841994E-02 -1.797005E-01 -7.562997E-01
        17 -7.745046E-02 -1.818113E-01 -7.549651E-01
        18 -1.018316E-01 -1.458477E-01 -9.718474E-01
        19 -3.624646E-02 -1.746314E-01 -9.696698E-01
        20 -1.018097E-01 -1.442358E-01 -9.677794E-01
        21 -1.469438E-01 -9.963306E-02 -9.671056E-01
        22 -1.405904E-01 -1.368028E-01 -7.537389E-01
        23 -1.745284E-01 -3.195307E-02 -9.674779E-01
        24 -1.759073E-01 -3.203232E-02 -9.710172E-01
        25 -1.739951E-01  3.789825E-02 -9.675176E-01
        26 -2.078741E-01  3.231922E-03 -4.975634E-01
        27 -1.977003E-01  2.669104E-03 -7.503599E-01
        28 -1.981480E-01  3.964630E-03 -7.516158E-01
        29 -2.118113E-01  2.250409E-03 -2.211998E-01
        30 -2.092587E-01  3.243944E-03 -4.958846E-01
        31 -8.109816E-02  1.940880E-01 -5.008065E-01
        32 -1.492417E-01 -1.461133E-01 -4.997971E-01
        33 -1.939826E-01 -8.256927E-02 -2.210284E-01
        34 -1.817678E-01 -7.538403E-02 -7.508895E-01
        35 -1.915797E-01 -7.920916E-02 -4.971582E-01
        36 -1.857193E-01 -7.619752E-02 -7.529743E-01
        37 -1.400164E-01 -1.377376E-01 -7.527657E-01
        38 -1.420256E-01 -1.393249E-01 -7.526418E-01
        39 -1.423942E-01 -1.389449E-01 -7.551112E-01
        40 -7.970103E-02  1.853624E-01 -7.549309E-01
        41 -8.057347E-02  1.993995E-01 -2.238102E-01
        42 -7.770796E-02  1.823045E-01 -7.543589E-01
        43 -8.154543E-02  1.938956E-01 -5.013956E-01
        44 -7.878554E-02  1.821370E-01 -7.555171E-01
        45  8.328470E-04  2.001344E-01 -7.554317E-01
        46 -3.701125E-02  1.790708E-01 -9.705224E-01
        47  3.663093E-02  1.758489E-01 -9.723042E-01
        48 -2.892859E-04  2.003126E-01 -7.554111E-01
        49 -1.832573E-01  7.660453E-02 -7.498129E-01
        50 -1.854202E-01  7.583769E-02 -7.503025E-01
        51 -1.505988E-01  9.402191E-02 -9.655046E-01
        52 -1.506625E-01  9.606359E-02 -9.704684E-01
        53 -1.947063E-01  7.875397E-02 -4.925227E-01
        54 -1.952434E-01  7.843363E-02 -4.933855E-01
        55 -1.412990E-01  1.371391E-01 -7.542361E-01
        56 -1.026338E-01  1.472963E-01 -9.695874E-01
        57 -1.406069E-01  1.383727E-01 -7.533906E-01
        58 -1.505613E-01  1.456875E-01 -5.003511E-01
        59 -1.483826E-01  1.443874E-01 -5.002068E-01
        60 -1.495512E-01  1.456614E-01 -4.996494E-01
        61 -1.534322E-01  1.474400E-01 -2.258076E-01
        62 -7.932952E-02  1.842025E-01 -7.567070E-01
        63  1.058591E-03  2.126908E-01 -4.975903E-01
        64  7.651219E-02  1.903391E-01 -7.587178E-01
        65  4.290996E-03 -1.984186E-01 -7.536176E-01
        66  4.511282E-03 -2.091715E-01 -4.980092E-01
        67  2.150168E-03 -2.137911E-01 -2.222094E-01
        68  4.235304E-03 -2.108085E-01 -4.978432E-01
        69 -3.651341E-02 -1.760356E-01 -9.739461E-01
        70  7.773578E-02 -1.841149E-01 -7.522337E-01
        71  8.159343E-02 -1.999425E-01 -2.128396E-01
        72  8.228497E-02 -2.011530E-01 -2.125831E-01
        73  4.205333E-03 -2.019676E-01 -7.567778E-01
        74  4.622466E-03 -2.103422E-01 -4.994720E-01
        75  1.666359E-03  2.115150E-01 -4.992199E-01
        76  1.464346E-01  9.942611E-02 -9.773770E-01
        77  1.364591E-01  1.439993E-01 -7.586046E-01
        78  1.370497E-01 -1.435782E-01 -7.553580E-01
        79  1.437615E-01  1.564372E-01 -5.017731E-01
        80  1.360519E-01  1.454658E-01 -7.619132E-01
        81  1.381901E-01  1.462481E-01 -7.576155E-01
        82  1.435239E-01  1.570766E-01 -5.059692E-01
        83  1.804740E-01  7.861769E-02 -7.621354E-01
        84  1.800753E-01  7.983605E-02 -7.637672E-01
        85  1.823844E-01  8.042993E-02 -7.654998E-01
        86  1.924258E-01  8.279426E-02 -5.093023E-01
        87  1.921368E-01  8.331616E-02 -5.111439E-01
        88  1.942733E-01 -9.075726E-02 -2.319281E-01
        89  1.952560E-01 -9.162602E-02 -2.361279E-01
        90  1.437710E-01 -1.546661E-01 -5.024272E-01
        91  1.461487E-01 -1.597331E-01 -2.228983E-01
        92  2.091711E-01  1.319636E-03 -5.141724E-01
        93  1.449219E-01  1.620869E-01 -2.206757E-01
        94  1.970426E-01  8.497600E-02 -2.313980E-01
        95 -3.162223E-02 -6.614137E-04 -7.565057E-01
        96 -3.454506E-02  1.691324E-03 -4.967962E-01
        97 -2.120943E-01  2.175833E-03 -2.202333E-01
        98 -3.144871E-02  2.042811E-03 -7.554021E-01
        99 -2.091666E-01  2.706893E-03 -4.947704E-01
       100 -3.131703E-02  4.815249E-03 -7.519099E-01
       101 -2.002844E-01  2.997859E-03 -7.505070E-01
       102 -2.083988E-01  2.658649E-03 -4.949072E-01
       103 -3.547521E-02 -2.470515E-03 -4.965261E-01
       104 -2.007960E-01  3.671447E-03 -7.529320E-01
       105 -1.484614E-01 -9.960707E-02 -9.711810E-01
       106 -2.536488E-02 -4.657050E-03 -9.864737E-01
       107 -1.948410E-01 -8.299011E-02 -2.218553E-01
       108 -2.987790E-02 -1.509711E-02 -2.199300E-01
       109 -1.926899E-01 -7.967305E-02 -4.960633E-01
       110 -1.830274E-01 -7.438364E-02 -7.520159E-01
       111 -3.214785E-02 -1.199918E-02 -4.980740E-01
       112 -1.925294E-01 -8.027759E-02 -4.957026E-01
       113 -3.136136E-02 -7.420572E-03 -7.526650E-01
       114 -2.911246E-02 -1.092935E-02 -7.561671E-01
       115 -1.842639E-01 -7.605699E-02 -7.514484E-01
