
 displacements (vx,vy,vz) for set NALL and time  0.1000000E+01

         1 -2.698630E-04  8.674643E-05 -9.378141E-03
         2  2.471835E-03  6.421683E-04 -9.298976E-03
         3  1.539790E-03  1.672343E-03  1.455401E-02
         4  4.090135E-03 -1.971236E-03  7.734604E-03
         5  4.498803E-03  1.706499E-03  8.113172E-03
         6  4.168366E-03  1.859763E-03  8.293172E-03
         7  2.107312E-03  2.845263E-03  1.069654E-02
         8  2.850789E-03  2.336540E-03  9.106485E-03
         9  3.109374E-03  2.294006E-03  1.166490E-02
        10  2.993515E-03  2.397127E-03  1.266246E-02
        11  8.364725E-04  5.084547E-05  1.525199E-02
        12  8.425075E-04  2.333684E-04  1.540047E-02
        13  2.266936E-03 -5.429908E-04  1.000242E-02
        14  2.304526E-03  6.255561E-04  1.004273E-02
        15  2.309010E-03 -5.580454E-04  1.014447E-02
        16  4.562114E-03 -1.550063E-03  4.017413E-03
        17  3.126292E-03  1.472142E-03  8.500387E-03
        18  1.415544E-03  1.486720E-03  1.363681E-02
        19  4.564459E-03  1.613225E-03  3.477884E-03
        20  2.650437E-03 -2.018388E-03 -5.601401E-03
        21  3.937387E-03 -1.884379E-03 -5.197666E-03
        22  4.578920E-03 -1.454444E-03 -4.574044E-03
        23  4.300830E-03 -1.310911E-03 -5.334334E-03
        24  5.172109E-03 -4.808553E-04 -1.817879E-03
        25  3.053433E-03 -2.067788E-03 -1.148617E-02
        26  4.341607E-03 -1.312055E-03 -5.421846E-03
        27  2.474377E-03 -4.949566E-04 -9.521639E-03
        28  2.445135E-03 -4.589905E-04 -9.390843E-03
        29  2.488035E-03  6.419496E-04 -9.439071E-03
        30 -3.343710E-04  9.674597E-06 -1.625693E-02
        31  1.014685E-03  1.159239E-04 -1.488302E-02
        32 -2.285390E-04 -4.589227E-05 -1.632204E-02
        33 -2.049347E-03  1.379946E-04 -1.257315E-02
        34 -6.945615E-04  1.393499E-04 -1.605996E-02
        35  4.193409E-03  1.887363E-03 -7.075510E-03
        36  2.072145E-03 -2.732251E-03 -1.237321E-02
        37  1.979053E-03 -2.624778E-03 -1.084299E-02
        38  1.548431E-03 -1.369754E-03 -1.430045E-02
        39  2.916274E-03 -2.189908E-03 -1.244441E-02
        40  2.979851E-03 -1.935905E-03 -9.855575E-03
        41  4.645758E-03  1.484655E-03 -6.603173E-03
        42  4.613477E-03  1.415750E-03 -4.292035E-03
        43  5.281731E-03  5.408232E-04 -1.553686E-03
        44  5.261132E-03 -5.839079E-04  2.362738E-03
        45  5.364698E-03 -6.444931E-05  1.700488E-03
        46  1.552167E-03  1.361358E-03 -1.317327E-02
        47  3.289982E-03  1.351935E-03 -7.769454E-03
        48  1.634891E-04  1.930116E-03 -1.503613E-02
        49  1.625055E-03  1.489984E-03 -1.411212E-02
        50  3.158743E-03  2.066562E-03 -9.482257E-03
        51  4.435235E-03  1.350431E-03 -5.131423E-03
        52  3.162936E-03  2.177301E-03 -1.130516E-02
        53  2.146097E-03  2.707836E-03 -1.040212E-02
        54  2.994149E-03  2.208349E-03 -8.746932E-03
        55  2.231814E-03  2.804039E-03 -1.202727E-02
        56  7.234022E-04  2.907507E-03 -8.224533E-03
        57  4.560531E-03  1.486816E-03 -3.222509E-03
        58  5.350932E-03 -7.896697E-05  2.981073E-03
        59  4.423628E-03 -1.372479E-03  5.920879E-03
        60  3.630731E-03  5.215558E-05 -8.515106E-04
        61  4.805203E-03  6.468139E-05  9.738338E-04
        62  5.117592E-03 -4.820847E-04 -1.790202E-03
        63  4.587766E-03  1.533274E-03  4.553397E-03
        64  4.146531E-03  1.983345E-03  7.185541E-03
        65  2.824804E-03  2.061411E-03  5.513044E-03
        66  4.805220E-03  6.475430E-05 -1.270374E-03
        67  5.154455E-03  4.265576E-05 -1.302468E-03
        68  5.149111E-03 -2.726943E-05 -2.072672E-03
        69  3.160516E-03 -1.383658E-03  8.570756E-03
        70  3.094871E-03 -2.052799E-03  1.019279E-02
        71  4.357384E-03  1.442765E-03  5.702099E-03
        72  3.094568E-03  1.461830E-03  8.403323E-03
        73  4.334236E-03  1.436851E-03  5.609614E-03
        74  2.986621E-03  2.165474E-03  9.888259E-03
        75  2.268339E-03 -2.637835E-03  1.039737E-02
        76  2.124533E-03 -2.891402E-03  1.269044E-02
        77  2.932170E-03 -2.357823E-03  1.304399E-02
        78  1.446261E-03 -1.449388E-03  1.379073E-02
        79  1.512974E-03 -1.589577E-03  1.478181E-02
        80  1.281251E-03 -1.677675E-03  1.538806E-02
        81  4.986866E-05 -1.930802E-03  1.478637E-02
        82  3.241474E-04 -1.838010E-03  1.447875E-02
        83  9.877282E-05 -2.102735E-03  1.570933E-02
        84 -1.382012E-03  2.279124E-03  1.135548E-02
        85  6.215831E-05  2.131355E-03  1.545989E-02
        86 -1.308360E-03  2.393224E-03  1.216796E-02
        87  7.744604E-04  3.039590E-03  8.470749E-03
        88  5.477184E-04  5.200624E-05  1.538911E-02
        89 -8.291451E-04  7.344834E-05  1.618146E-02
        90 -1.295028E-03 -2.243476E-03  1.163994E-02
        91 -2.141867E-03  2.925738E-04 -1.269480E-02
        92  9.768329E-04 -8.247674E-05 -1.492346E-02
        93 -4.364818E-04 -9.581355E-05 -1.532053E-02
        94 -2.922995E-04 -3.432416E-05 -9.748061E-03
        95 -6.564160E-04 -1.380997E-04 -1.614119E-02
        96  7.588528E-04  1.084612E-04 -1.505591E-02
        97  7.204184E-04 -9.338925E-05 -1.507275E-02
        98  3.245068E-03 -1.223597E-03 -7.985148E-03
        99 -2.334593E-04 -1.720062E-04 -8.136844E-03
       100 -1.229684E-03 -2.129521E-03 -1.220702E-02
       101 -1.418324E-03 -2.200352E-03 -1.133838E-02
       102 -4.050367E-04 -4.085330E-04 -1.589610E-02
       103  3.297356E-05 -1.878842E-03 -1.529341E-02
       104 -8.433720E-04 -6.353826E-04 -1.101791E-02
       105  1.436910E-03 -1.166252E-03 -1.355322E-02
       106  1.310968E-03 -1.445274E-03 -1.487705E-02
